	class	0.7_0	0.2_0	0.5_0	1_0	0.1_0	0.07_0	0.05_0	0.005_0	0.007_0	0.01_0	0.02_0	0.001_0	0.002_0	Pfam_desc	cor
PF00251	+	0.808	0.961	0.848	0.768	1.063	1.091	1.104	0.203	0.392	0.718	1.059	0.000	0.000	Glycosyl hydrolases family 32 N-terminal domain	0.731
PF08244	+	0.248	0.191	0.207	0.204	0.083	0.054	0.027	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolases family 32 C terminal	0.664
PF03306	+	0.067	0.000	0.054	0.109	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alpha-acetolactate decarboxylase	0.550
PF06054	+	0.153	0.054	0.105	0.227	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Competence protein CoiA-like family	0.474
PF02449	+	0.359	0.267	0.344	0.446	0.173	0.143	0.111	0.000	0.000	0.000	0.000	0.000	0.000	Beta-galactosidase	0.454
PF09922	+	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cell wall-active antibiotics response protein (DUF2154)	0.427
PF01316	+	0.000	0.040	0.000	0.000	0.044	0.043	0.032	0.000	0.000	0.000	0.000	0.000	0.000	Arginine repressor, DNA binding domain	0.422
PF03780	+	0.177	0.016	0.103	0.171	0.028	0.059	0.068	0.000	0.000	0.000	0.011	0.000	0.000	Asp23 family	0.387
PF08532	+	0.000	0.000	0.000	0.000	0.025	0.041	0.008	0.000	0.000	0.000	0.000	0.000	0.000	Beta-galactosidase trimerisation domain	0.379
PF00230	+	0.095	0.017	0.073	0.161	0.021	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Major intrinsic protein	0.376
PF05116	-	-0.034	0.000	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sucrose-6F-phosphate phosphohydrolase	0.373
PF03611	+	0.020	0.010	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PTS system sugar-specific permease component	0.353
PF13396	+	0.062	0.043	0.055	0.000	0.035	0.041	0.031	0.000	0.000	0.000	0.000	0.000	0.000	Phospholipase_D-nuclease N-terminal	0.335
PF00195	+	0.258	0.212	0.197	0.219	0.247	0.255	0.252	0.000	0.000	0.000	0.086	0.000	0.000	Chalcone and stilbene synthases, N-terminal domain	0.318
PF13579	+	0.281	0.088	0.260	0.275	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl transferase 4-like domain	0.314
PF07745	+	0.000	0.000	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 53	0.309
PF03773	+	0.143	0.045	0.087	0.169	0.072	0.075	0.048	0.000	0.000	0.000	0.000	0.000	0.000	Predicted permease	0.296
PF05592	+	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial alpha-L-rhamnosidase	0.292
PF00708	+	0.000	0.065	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acylphosphatase	0.288
PF00135	+	0.052	0.002	0.034	0.059	0.000	0.000	0.016	0.000	0.000	0.000	0.009	0.000	0.000	Carboxylesterase family	0.286
PF02706	+	0.101	0.012	0.116	0.152	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Chain length determinant protein	0.275
PF04204	+	0.195	0.097	0.219	0.234	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Homoserine O-succinyltransferase	0.275
PF08713	+	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNA alkylation repair enzyme	0.273
PF01928	+	0.217	0.268	0.248	0.171	0.263	0.254	0.223	0.000	0.000	0.000	0.058	0.000	0.000	CYTH domain	0.258
PF02146	+	0.000	0.018	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sir2 family	0.254
PF13672	-	-0.060	0.000	-0.055	-0.078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein phosphatase 2C	0.234
PF13345	-	-0.043	0.000	-0.017	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4098)	0.228
PF03881	+	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fructosamine kinase	0.228
PF13596	+	0.092	0.011	0.058	0.163	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PAS domain	0.227
PF01408	+	0.444	0.392	0.509	0.474	0.226	0.131	0.051	0.000	0.000	0.000	0.000	0.000	0.000	Oxidoreductase family, NAD-binding Rossmann fold	0.223
PF04239	+	0.000	0.000	0.000	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF421)	0.218
PF03632	-	0.000	0.000	0.000	-0.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 65 central catalytic domain	0.209
PF00722	+	0.083	0.086	0.025	0.064	0.125	0.124	0.117	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolases family 16	0.208
PF13483	+	0.046	0.008	0.066	0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Beta-lactamase superfamily domain	0.200
PF14501	-	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GHKL domain	0.195
PF00082	+	0.048	0.025	0.064	0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Subtilase family	0.195
PF14595	+	0.027	0.053	0.000	0.000	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thioredoxin	0.193
PF03633	-	-0.006	0.000	0.000	-0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 65, C-terminal domain	0.192
PF13189	-	0.000	0.000	0.000	-0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cytidylate kinase-like family	0.191
