	class	1_0	0.5_0	0.7_0	0.2_0	0.1_0	0.07_0	0.05_0	0.02_0	0.01_0	0.001_0	0.002_0	0.005_0	0.007_0	Pfam_desc	cor
PF02652	-	0.000	-0.162	0.000	-0.115	-0.111	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	L-lactate permease	-0.255
PF01957	-	0.000	0.000	-0.009	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NfeD-like C-terminal, partner-binding	-0.257
PF13899	-	-0.154	0.000	-0.040	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thioredoxin-like	-0.263
PF02511	-	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thymidylate synthase complementing protein	-0.285
PF01494	-	-0.291	-0.199	-0.231	-0.132	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FAD binding domain	-0.294
PF02550	-	0.000	-0.048	0.000	-0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acetyl-CoA hydrolase/transferase N-terminal domain	-0.298
PF00745	-	0.000	0.000	0.000	0.000	-0.085	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutamyl-tRNAGlu reductase, dimerisation domain	-0.298
PF13247	-	0.000	0.000	-0.018	0.000	-0.018	-0.033	-0.022	0.000	0.000	0.000	0.000	0.000	0.000	4Fe-4S dicluster domain	-0.311
PF02789	+	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cytosol aminopeptidase family, N-terminal domain	-0.328
PF03916	-	-0.117	-0.179	-0.169	-0.128	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polysulphide reductase, NrfD	-0.330
PF00809	-	0.000	0.000	0.000	-0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pterin binding enzyme	-0.333
PF04143	-	0.000	-0.123	-0.184	-0.085	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sulphur transport	-0.337
PF03971	-	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Monomeric isocitrate dehydrogenase	-0.355
PF01288	-	-0.377	0.000	-0.172	0.000	-0.038	-0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)	-0.373
