	class	0.5_0	1_0	0.2_0	0.7_0	0.1_0	0.07_0	0.05_0	0.001_0	0.002_0	0.005_0	0.007_0	0.01_0	0.02_0	Pfam_desc	cor
PF05573	+	0.000	0.506	0.330	0.000	0.404	0.298	0.205	0.000	0.000	0.000	0.000	0.000	0.000	NosL	0.469
PF04273	+	0.266	0.000	0.214	0.321	0.216	0.173	0.098	0.000	0.000	0.000	0.000	0.000	0.000	Putative phosphatase (DUF442)	0.403
PF02239	+	0.188	0.000	0.000	0.153	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cytochrome D1 heme domain	0.401
PF13429	+	0.000	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tetratricopeptide repeat	0.374
PF10294	+	0.000	0.143	0.000	0.000	0.055	0.088	0.019	0.000	0.000	0.000	0.000	0.000	0.000	Putative methyltransferase	0.361
PF02974	+	0.107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protease inhibitor Inh	0.336
PF14451	+	0.144	0.000	0.000	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Mut7-C ubiquitin	0.333
PF00274	+	0.658	0.770	0.719	0.606	0.469	0.240	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fructose-bisphosphate aldolase class-I	0.333
PF04392	+	0.000	0.069	0.000	0.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ABC transporter substrate binding protein	0.327
PF07120	+	0.056	0.068	0.000	0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1376)	0.323
PF04214	+	0.237	0.238	0.203	0.328	0.191	0.179	0.078	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function, DUF	0.322
PF03797	+	0.169	0.133	0.074	0.070	0.076	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Autotransporter beta-domain	0.288
PF12872	+	0.000	0.000	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	OST-HTH/LOTUS domain	0.282
PF10017	+	0.318	0.530	0.135	0.406	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Histidine-specific methyltransferase, SAM-dependent	0.282
PF01960	+	0.248	0.172	0.069	0.177	0.141	0.140	0.134	0.000	0.000	0.000	0.000	0.000	0.000	ArgJ family	0.279
PF15569	+	0.597	0.701	0.222	0.843	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Immunity protein 21	0.262
PF05707	+	0.160	0.000	0.169	0.050	0.129	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Zonular occludens toxin (Zot)	0.255
PF04945	+	0.056	0.000	0.000	0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YHS domain	0.254
PF11860	+	0.333	0.204	0.236	0.286	0.104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3380)	0.239
PF14595	+	0.000	0.000	0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thioredoxin	0.233
PF10589	+	0.000	0.000	0.000	0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NADH-ubiquinone oxidoreductase-F iron-sulfur binding region	0.230
PF07015	+	0.000	0.000	0.052	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	VirC1 protein	0.217
PF03413	+	0.019	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase propeptide and YPEB domain	0.213
PF03713	+	0.152	0.000	0.094	0.000	0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF305)	0.175
PF07536	+	0.000	0.000	0.123	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HWE histidine kinase	0.169
PF03100	+	0.000	0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CcmE	0.165
PF03918	+	0.000	0.066	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cytochrome C biogenesis protein	0.165
PF11937	+	0.000	0.360	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3455)	0.164
PF09834	+	0.546	0.326	0.215	0.532	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Predicted membrane protein (DUF2061)	0.154
PF14362	+	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4407)	0.143
PF07505	+	0.000	0.191	0.209	0.199	0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage protein Gp37/Gp68	0.141
PF05930	+	0.000	0.000	0.054	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prophage CP4-57 regulatory protein (AlpA)	0.137
PF05171	+	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Haemin-degrading HemS.ChuX domain	0.110
PF00959	+	0.010	0.052	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage lysozyme	0.094
PF00211	+	0.000	0.009	0.000	0.147	0.070	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Adenylate and Guanylate cyclase catalytic domain	0.092
PF04717	+	0.101	0.183	0.000	0.100	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage-related baseplate assembly protein	0.081
PF02475	+	0.092	0.178	0.032	0.191	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Met-10+ like-protein	0.081
PF03534	+	0.145	0.016	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Salmonella virulence plasmid 65kDa B protein	0.081
PF07486	+	0.000	0.053	0.000	0.122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cell Wall Hydrolase	0.078
PF13528	+	0.226	0.147	0.130	0.186	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl transferase family 1	0.078
PF00982	+	0.288	0.267	0.229	0.321	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyltransferase family 20	0.068
PF13360	+	0.000	0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PQQ-like domain	0.053
PF07695	-	0.000	-0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	7TM diverse intracellular signalling	0.030
PF14306	+	0.160	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PUA-like domain	0.027
PF05896	+	0.000	0.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Na(+)-translocating NADH-quinone reductase subunit A (NQRA)	0.018
PF11127	+	0.275	0.388	0.202	0.308	0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2892)	0.014
PF13707	+	0.000	0.000	0.000	0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RloB-like protein	0.008
PF05840	+	0.000	0.117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacteriophage replication gene A protein (GPA)	-0.019
PF12729	-	0.000	-0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Four helix bundle sensory module for signal transduction	-0.029
PF07317	-	0.000	0.000	0.000	-0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Flagellar regulator YcgR	-0.081
PF04014	-	0.000	0.000	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Antidote-toxin recognition MazE	-0.085
