	class	0.7_0	0.2_0	0.5_0	1_0	0.1_0	0.07_0	0.05_0	0.01_0	0.02_0	0.001_0	0.002_0	0.005_0	0.007_0	Pfam_desc	cor
PF03123	+	0.297	0.393	0.267	0.231	0.455	0.486	0.516	0.105	0.372	0.000	0.000	0.000	0.000	CAT RNA binding domain	0.585
PF00232	+	0.510	0.462	0.584	0.654	0.434	0.416	0.426	0.028	0.244	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 1	0.509
PF05043	+	0.112	0.068	0.134	0.165	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Mga helix-turn-helix domain	0.505
PF08951	+	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Enterocin A Immunity	0.494
PF00874	+	0.512	0.232	0.499	0.458	0.129	0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PRD domain	0.477
PF02449	+	0.093	0.113	0.205	0.000	0.104	0.127	0.148	0.000	0.014	0.000	0.000	0.000	0.000	Beta-galactosidase	0.471
PF06161	+	0.000	0.009	0.000	0.071	0.048	0.055	0.060	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF975)	0.469
PF02903	+	0.092	0.125	0.137	0.173	0.105	0.118	0.098	0.000	0.000	0.000	0.000	0.000	0.000	Alpha amylase, N-terminal ig-like domain	0.466
PF03306	+	0.127	0.126	0.180	0.163	0.127	0.100	0.051	0.000	0.000	0.000	0.000	0.000	0.000	Alpha-acetolactate decarboxylase	0.447
PF03390	+	0.000	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2-hydroxycarboxylate transporter family	0.442
PF07745	+	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 53	0.403
PF04616	+	0.137	0.174	0.000	0.101	0.163	0.128	0.067	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolases family 43	0.403
PF12535	+	0.188	0.236	0.155	0.242	0.165	0.108	0.046	0.000	0.000	0.000	0.000	0.000	0.000	Hydrolase of X-linked nucleoside diphosphate N terminal	0.370
PF02486	+	0.000	0.000	0.000	0.116	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Replication initiation factor	0.347
PF01238	+	0.155	0.153	0.092	0.097	0.107	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphomannose isomerase type I	0.344
PF10140	+	0.000	0.000	0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	WXG100 protein secretion system (Wss), protein YukC	0.339
PF09913	+	0.563	0.365	0.589	0.660	0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Predicted membrane protein (DUF2142)	0.332
PF03714	+	0.009	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial pullanase-associated domain	0.329
PF06800	+	0.325	0.186	0.313	0.334	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sugar transport protein	0.328
PF13345	+	0.253	0.037	0.203	0.263	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4098)	0.315
PF13239	+	0.278	0.104	0.025	0.052	0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2TM domain	0.311
PF07748	+	0.000	0.000	0.004	0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolases family 38 C-terminal domain	0.297
PF02065	+	0.188	0.000	0.149	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Melibiase	0.291
PF00413	-	-0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Matrixin	0.281
PF08530	-	0.000	0.000	0.000	-0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain	0.278
PF01883	+	0.000	0.000	0.000	0.114	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function DUF59	0.275
PF13395	+	0.056	0.015	0.004	0.000	0.013	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HNH endonuclease	0.269
PF02608	+	0.000	0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Basic membrane protein	0.258
PF00295	+	0.000	0.000	0.103	0.097	0.219	0.131	0.033	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolases family 28	0.245
PF09849	+	0.347	0.240	0.251	0.691	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria (DUF2076)	0.243
PF13672	-	-0.054	0.000	-0.047	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein phosphatase 2C	0.241
PF00359	+	0.202	0.000	0.088	0.078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	0.220
PF08774	+	0.000	0.000	0.000	0.000	0.014	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	VRR-NUC domain	0.219
PF12538	+	0.343	0.119	0.255	0.435	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNA transporter	0.211
PF05426	+	0.223	0.219	0.137	0.259	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alginate lyase	0.210
PF08439	+	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Oligopeptidase F	0.206
PF07885	+	0.163	0.167	0.125	0.216	0.070	0.055	0.010	0.000	0.000	0.000	0.000	0.000	0.000	Ion channel	0.201
PF02733	+	0.000	0.000	0.000	0.158	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dak1 domain	0.198
PF09643	+	0.000	0.000	0.000	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YopX protein	0.197
PF02674	+	0.167	0.163	0.188	0.007	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Colicin V production protein	0.193
PF05133	+	0.115	0.127	0.169	0.091	0.093	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage portal protein, SPP1 Gp6-like	0.192
PF14470	+	0.000	0.000	0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial PH domain	0.191
PF05270	+	1.217	0.933	1.296	1.382	0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alpha-L-arabinofuranosidase B (ABFB)	0.185
PF08000	+	0.369	0.246	0.255	0.420	0.286	0.160	0.050	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial PH domain	0.176
PF04282	-	0.000	0.000	0.000	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Family of unknown function (DUF438)	0.170
PF01306	+	0.000	0.000	0.000	0.072	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LacY proton/sugar symporter	0.168
PF12368	-	0.000	0.000	0.000	-0.120	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3650)	0.159
PF02129	-	-0.060	0.000	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X-Pro dipeptidyl-peptidase (S15 family)	0.158
PF05257	-	0.000	0.000	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CHAP domain	0.157
PF11611	+	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4352)	0.154
PF06114	-	0.000	0.000	-0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF955)	0.149
PF12708	+	0.153	0.079	0.091	0.166	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pectate lyase superfamily protein	0.148
PF12666	-	-0.117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PrgI family protein	0.148
PF06149	-	0.000	0.000	0.000	-0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF969)	0.147
PF06166	-	0.000	0.000	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF979)	0.147
PF13156	+	0.000	0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Restriction endonuclease	0.145
PF01487	-	-0.053	-0.085	-0.122	-0.108	-0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type I 3-dehydroquinase	0.145
PF02872	+	0.170	0.000	0.129	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5'-nucleotidase, C-terminal domain	0.137
PF14845	+	0.285	0.000	0.242	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	beta-acetyl hexosaminidase like	0.135
PF02817	+	0.155	0.000	0.050	0.185	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	e3 binding domain	0.130
