	class	0.7_0	1_0	0.2_0	0.5_0	0.1_0	0.05_0	0.07_0	0.02_0	0.01_0	0.007_0	0.005_0	0.001_0	0.002_0	Pfam_desc	cor
PF00199	+	0.835	0.959	0.832	0.913	0.752	0.720	0.736	0.733	0.668	0.561	0.383	0.000	0.000	Catalase	0.885
PF06628	+	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Catalase-related immune-responsive	0.867
PF01619	+	0.318	0.339	0.399	0.350	0.389	0.380	0.387	0.269	0.210	0.141	0.035	0.000	0.000	Proline dehydrogenase	0.834
PF04264	+	0.283	0.235	0.223	0.276	0.244	0.226	0.244	0.099	0.013	0.000	0.000	0.000	0.000	YceI-like domain	0.769
PF00762	+	0.000	0.000	0.000	0.000	0.089	0.115	0.096	0.198	0.136	0.025	0.000	0.000	0.000	Ferrochelatase	0.735
PF00034	+	0.164	0.203	0.000	0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cytochrome c	0.691
PF04715	+	0.000	0.000	0.016	0.000	0.021	0.019	0.014	0.055	0.000	0.000	0.000	0.000	0.000	Anthranilate synthase component I, N terminal region	0.671
PF00285	+	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Citrate synthase	0.668
PF13806	+	0.086	0.173	0.173	0.251	0.037	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	Rieske-like [2Fe-2S] domain	0.666
PF04241	+	0.079	0.000	0.213	0.122	0.278	0.236	0.276	0.027	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF423)	0.652
PF08338	+	0.188	0.228	0.027	0.104	0.017	0.058	0.028	0.041	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1731)	0.646
PF02622	+	0.040	0.134	0.361	0.158	0.394	0.309	0.361	0.112	0.000	0.000	0.000	0.000	0.000	Uncharacterized ACR, COG1678	0.643
PF00487	+	0.000	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fatty acid desaturase	0.632
PF02628	+	0.513	0.365	0.201	0.322	0.149	0.100	0.130	0.000	0.000	0.000	0.000	0.000	0.000	Cytochrome oxidase assembly protein	0.609
PF01152	+	0.377	0.399	0.305	0.382	0.173	0.095	0.128	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial-like globin	0.600
PF04898	+	0.219	0.271	0.173	0.190	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutamate synthase central domain	0.575
PF02803	+	0.043	0.000	0.099	0.064	0.085	0.035	0.055	0.000	0.000	0.000	0.000	0.000	0.000	Thiolase, C-terminal domain	0.550
PF02834	-	0.000	-0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LigT like Phosphoesterase	0.517
PF00198	+	0.149	0.196	0.025	0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2-oxoacid dehydrogenases acyltransferase (catalytic domain)	0.516
PF00719	+	0.000	0.000	0.000	0.000	0.069	0.073	0.074	0.000	0.000	0.000	0.000	0.000	0.000	Inorganic pyrophosphatase	0.488
PF13857	+	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ankyrin repeats (many copies)	0.478
PF00108	+	0.091	0.119	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thiolase, N-terminal domain	0.467
PF08447	+	0.022	0.074	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PAS fold	0.460
PF01645	+	0.032	0.012	0.035	0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Conserved region in glutamate synthase	0.458
PF02230	+	0.038	0.027	0.048	0.002	0.049	0.028	0.043	0.000	0.000	0.000	0.000	0.000	0.000	Phospholipase/Carboxylesterase	0.447
PF01706	-	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FliG C-terminal domain	0.441
PF14841	-	0.000	-0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FliG middle domain	0.441
PF14842	-	0.000	-0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FliG N-terminal domain	0.434
