	class	0.2_0	1_0	0.5_0	0.7_0	0.1_0	0.07_0	0.05_0	0.02_0	0.007_0	0.01_0	0.001_0	0.002_0	0.005_0	Pfam_desc	cor
PF00251	+	0.113	0.091	0.088	0.126	0.232	0.300	0.361	0.324	0.047	0.148	0.000	0.000	0.000	Glycosyl hydrolases family 32 N-terminal domain	0.598
PF08244	+	0.422	0.589	0.491	0.500	0.308	0.190	0.096	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolases family 32 C terminal	0.564
PF00367	+	0.010	0.045	0.060	0.051	0.067	0.067	0.087	0.041	0.000	0.025	0.000	0.000	0.000	phosphotransferase system, EIIB	0.554
PF03611	+	0.480	0.396	0.430	0.404	0.380	0.295	0.232	0.022	0.000	0.000	0.000	0.000	0.000	PTS system sugar-specific permease component	0.515
PF01928	+	0.000	0.015	0.003	0.087	0.099	0.122	0.137	0.201	0.110	0.192	0.000	0.000	0.000	CYTH domain	0.510
PF11798	+	0.225	0.107	0.165	0.090	0.241	0.204	0.169	0.111	0.000	0.000	0.000	0.000	0.000	IMS family HHH motif	0.497
PF01238	+	0.178	0.161	0.151	0.143	0.208	0.152	0.096	0.090	0.000	0.031	0.000	0.000	0.000	Phosphomannose isomerase type I	0.496
PF00232	+	0.298	0.573	0.447	0.491	0.208	0.199	0.193	0.188	0.000	0.079	0.000	0.000	0.000	Glycosyl hydrolase family 1	0.487
PF01232	+	0.125	0.000	0.121	0.000	0.210	0.189	0.182	0.087	0.000	0.000	0.000	0.000	0.000	Mannitol dehydrogenase Rossmann domain	0.481
PF02449	+	0.112	0.032	0.012	0.040	0.196	0.180	0.151	0.022	0.000	0.000	0.000	0.000	0.000	Beta-galactosidase	0.463
PF01915	+	0.009	0.000	0.000	0.033	0.000	0.000	0.000	0.054	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolase family 3 C-terminal domain	0.459
PF02378	+	0.410	0.442	0.470	0.425	0.231	0.135	0.033	0.081	0.000	0.000	0.000	0.000	0.000	Phosphotransferase system, EIIC	0.453
PF00614	+	0.000	0.123	0.042	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phospholipase D Active site motif	0.450
PF01055	+	0.000	0.000	0.000	0.000	0.008	0.013	0.015	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolases family 31	0.447
PF12464	+	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Maltose acetyltransferase	0.442
PF14310	+	0.146	0.008	0.115	0.173	0.201	0.244	0.259	0.094	0.000	0.000	0.000	0.000	0.000	Fibronectin type III-like domain	0.439
PF00343	+	0.290	0.345	0.262	0.329	0.254	0.242	0.229	0.129	0.000	0.000	0.000	0.000	0.000	Carbohydrate phosphorylase	0.431
PF00265	+	0.001	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thymidine kinase	0.429
PF08323	+	0.000	0.000	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Starch synthase catalytic domain	0.419
PF13521	+	0.000	0.000	0.000	0.000	0.048	0.056	0.040	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	0.409
PF06202	+	0.114	0.119	0.061	0.027	0.075	0.074	0.057	0.000	0.000	0.000	0.000	0.000	0.000	Amylo-alpha-1,6-glucosidase	0.399
PF11941	+	0.059	0.266	0.121	0.179	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF3459)	0.395
PF10263	+	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SprT-like family	0.392
PF04893	+	0.038	0.311	0.197	0.277	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Yip1 domain	0.386
PF03009	+	0.000	0.100	0.000	0.112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycerophosphoryl diester phosphodiesterase family	0.379
PF00393	+	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.000	6-phosphogluconate dehydrogenase, C-terminal domain	0.374
PF01909	+	0.085	0.131	0.109	0.090	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Nucleotidyltransferase domain	0.365
