	class	0.2_0	0.7_0	0.5_0	1_0	0.07_0	0.1_0	0.05_0	0.02_0	0.007_0	0.01_0	0.001_0	0.002_0	0.005_0	Pfam_desc	cor
PF12766	+	0.350	0.351	0.362	0.358	0.422	0.386	0.457	0.309	0.000	0.096	0.000	0.000	0.000	Pyridoxamine 5'-phosphate oxidase	0.712
PF00743	+	0.637	0.666	0.656	0.670	0.536	0.580	0.525	0.471	0.167	0.301	0.000	0.000	0.000	Flavin-binding monooxygenase-like	0.700
PF11953	+	0.222	0.184	0.167	0.175	0.061	0.143	0.001	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF3470)	0.684
PF00494	+	0.232	0.262	0.227	0.264	0.321	0.282	0.358	0.296	0.002	0.109	0.000	0.000	0.000	Squalene/phytoene synthase	0.596
PF00487	+	0.066	0.150	0.135	0.122	0.089	0.080	0.119	0.081	0.000	0.000	0.000	0.000	0.000	Fatty acid desaturase	0.586
PF05227	+	0.133	0.150	0.173	0.141	0.110	0.111	0.087	0.000	0.000	0.000	0.000	0.000	0.000	CHASE3 domain	0.561
PF14539	+	0.051	0.045	0.065	0.035	0.046	0.054	0.028	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4442)	0.558
PF09832	+	0.000	0.177	0.122	0.151	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria (DUF2059)	0.547
PF02636	+	0.000	0.000	0.000	0.000	0.110	0.057	0.115	0.000	0.000	0.000	0.000	0.000	0.000	Putative S-adenosyl-L-methionine-dependent methyltransferase	0.546
PF01257	+	0.241	0.158	0.168	0.155	0.191	0.241	0.149	0.073	0.000	0.000	0.000	0.000	0.000	Thioredoxin-like [2Fe-2S] ferredoxin	0.536
PF13670	+	0.000	0.000	0.000	0.000	0.060	0.032	0.072	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase propeptide and YPEB domain	0.534
PF04066	+	0.120	0.199	0.176	0.199	0.066	0.077	0.092	0.080	0.000	0.000	0.000	0.000	0.000	Multiple resistance and pH regulation protein F (MrpF / PhaF)	0.521
PF13621	+	0.066	0.184	0.170	0.169	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cupin-like domain	0.514
PF03171	+	0.066	0.098	0.110	0.109	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2OG-Fe(II) oxygenase superfamily	0.510
PF00662	+	0.105	0.088	0.100	0.069	0.136	0.134	0.159	0.148	0.000	0.011	0.000	0.000	0.000	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus	0.502
PF05610	+	0.000	0.122	0.084	0.122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF779)	0.487
PF05048	+	0.094	0.160	0.137	0.150	0.078	0.118	0.029	0.000	0.000	0.000	0.000	0.000	0.000	Periplasmic copper-binding protein (NosD)	0.484
PF03969	+	0.000	0.000	0.000	0.000	0.010	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AFG1-like ATPase	0.479
PF14693	+	0.029	0.000	0.000	0.000	0.009	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	Ribosomal protein TL5, C-terminal domain	0.463
PF10604	+	0.054	0.066	0.063	0.147	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polyketide cyclase / dehydrase and lipid transport	0.459
PF10136	+	0.000	0.072	0.003	0.107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Site-specific recombinase	0.423
PF13823	+	0.040	0.152	0.122	0.226	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alcohol dehydrogenase GroES-associated	0.403
PF05573	+	0.132	0.161	0.153	0.173	0.000	0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NosL	0.381
PF10099	+	0.262	0.275	0.289	0.275	0.237	0.264	0.188	0.000	0.000	0.000	0.000	0.000	0.000	Anti-sigma-K factor rskA	0.379
PF07286	+	0.349	0.329	0.343	0.388	0.189	0.280	0.089	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1445)	0.378
PF01126	+	0.074	0.000	0.027	0.000	0.072	0.066	0.019	0.000	0.000	0.000	0.000	0.000	0.000	Heme oxygenase	0.374
PF01019	+	0.000	0.110	0.083	0.117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Gamma-glutamyltranspeptidase	0.348
PF04536	+	0.035	0.048	0.034	0.045	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TLP18.3, Psb32 and MOLO-1 founding proteins of phosphatase	0.339
PF00141	+	0.000	0.049	0.000	0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peroxidase	0.327
PF04332	+	0.121	0.027	0.069	0.070	0.136	0.138	0.081	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF475)	0.306
PF08238	+	0.047	0.000	0.070	0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sel1 repeat	0.302
PF11716	+	0.134	0.119	0.114	0.143	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Mycothiol maleylpyruvate isomerase N-terminal domain	0.300
PF01135	+	0.000	0.000	0.008	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)	0.293
PF13011	+	0.000	0.068	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	leucine-zipper of insertion element IS481	0.289
PF13565	+	0.028	0.075	0.060	0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Homeodomain-like domain	0.287
PF00175	+	0.312	0.478	0.419	0.504	0.133	0.217	0.005	0.000	0.000	0.000	0.000	0.000	0.000	Oxidoreductase NAD-binding domain	0.279
PF03239	+	0.019	0.126	0.113	0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Iron permease FTR1 family	0.277
PF01936	-	0.000	-0.070	-0.042	-0.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NYN domain	0.275
PF07947	+	0.066	0.144	0.123	0.166	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YhhN-like protein	0.272
PF05962	-	-0.005	-0.179	-0.144	-0.192	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HutD	0.251
PF09844	+	0.169	0.030	0.059	0.032	0.104	0.154	0.010	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized conserved protein (COG2071)	0.249
PF03454	-	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MoeA C-terminal region (domain IV)	0.243
PF03352	+	0.000	0.000	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Methyladenine glycosylase	0.242
PF02685	+	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glucokinase	0.239
PF01493	-	-0.100	-0.072	-0.075	-0.051	0.000	-0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GXGXG motif	0.235
