	class	0.05_0	0.2_0	0.07_0	1_0	0.1_0	0.5_0	0.7_0	0.02_0	0.001_0	0.002_0	0.005_0	0.007_0	0.01_0	Pfam_desc	cor
PF06134	+	0.445	1.042	0.604	0.883	0.776	1.030	0.803	0.000	0.000	0.000	0.000	0.000	0.000	L-rhamnose isomerase (RhaA)	0.681
PF05336	+	0.472	0.322	0.467	0.227	0.415	0.327	0.302	0.270	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF718)	0.647
PF09857	+	0.000	0.603	0.130	0.962	0.344	0.767	0.850	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria (DUF2084)	0.511
PF06224	+	0.080	0.000	0.084	0.000	0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Winged helix DNA-binding domain	0.464
PF00982	+	0.117	0.000	0.110	0.000	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyltransferase family 20	0.439
PF02358	+	0.021	0.000	0.000	0.275	0.000	0.066	0.071	0.000	0.000	0.000	0.000	0.000	0.000	Trehalose-phosphatase	0.418
PF07071	+	0.000	0.042	0.000	0.000	0.000	0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1341)	0.416
PF05035	+	0.000	0.000	0.000	0.076	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2-keto-3-deoxy-galactonokinase	0.391
PF04261	+	0.000	0.024	0.000	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dyp-type peroxidase family	0.381
PF06568	+	0.000	0.004	0.000	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1127)	0.366
PF09485	+	0.104	0.205	0.149	0.269	0.140	0.231	0.255	0.000	0.000	0.000	0.000	0.000	0.000	CRISPR-associated protein Cse2 (CRISPR_cse2)	0.366
PF13496	+	0.000	0.000	0.000	0.432	0.000	0.000	0.463	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4120)	0.360
PF12408	+	0.000	0.000	0.000	0.099	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ribose-5-phosphate isomerase	0.359
PF08021	+	0.000	0.000	0.000	0.044	0.000	0.000	0.060	0.000	0.000	0.000	0.000	0.000	0.000	Siderophore-interacting FAD-binding domain	0.334
PF06353	+	0.000	0.133	0.000	0.065	0.000	0.197	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1062)	0.334
PF00797	+	0.000	0.000	0.000	0.056	0.000	0.000	0.057	0.000	0.000	0.000	0.000	0.000	0.000	N-acetyltransferase	0.322
PF05145	+	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative ammonia monooxygenase	0.317
PF01904	+	0.000	0.086	0.004	0.101	0.047	0.065	0.167	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function DUF72	0.299
PF09617	+	0.000	0.487	0.000	0.492	0.000	0.450	0.759	0.000	0.000	0.000	0.000	0.000	0.000	CRISPR-associated protein GSU0053 (Cas_GSU0053)	0.293
PF00161	+	0.000	0.000	0.000	0.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ribosome inactivating protein	0.293
PF03752	+	0.000	0.000	0.000	0.148	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Short repeats of unknown function	0.293
PF00135	+	0.000	0.075	0.060	0.119	0.101	0.119	0.202	0.000	0.000	0.000	0.000	0.000	0.000	Carboxylesterase family	0.289
PF09907	+	0.000	0.000	0.000	0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria (DUF2136)	0.283
PF02567	+	0.000	0.000	0.000	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phenazine biosynthesis-like protein	0.281
PF13375	+	0.000	0.000	0.000	0.314	0.000	0.000	0.164	0.000	0.000	0.000	0.000	0.000	0.000	RnfC Barrel sandwich hybrid domain	0.273
PF12852	+	0.000	0.000	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cupin	0.250
PF11651	+	0.000	0.000	0.000	0.139	0.000	0.000	0.082	0.000	0.000	0.000	0.000	0.000	0.000	P22 coat protein - gene protein 5	0.231
PF02485	+	0.000	0.026	0.000	0.052	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	Core-2/I-Branching enzyme	0.219
PF12866	+	0.000	0.000	0.000	0.242	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3823)	0.218
PF15599	+	0.000	0.000	0.000	0.345	0.000	0.068	0.100	0.000	0.000	0.000	0.000	0.000	0.000	Immunity protein 38	0.211
PF05015	+	0.000	0.013	0.000	0.000	0.000	0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Plasmid maintenance system killer protein	0.200
PF02055	+	0.000	0.170	0.000	0.359	0.020	0.325	0.436	0.000	0.000	0.000	0.000	0.000	0.000	O-Glycosyl hydrolase family 30	0.196
PF02469	+	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fasciclin domain	0.196
PF09314	+	0.000	0.000	0.018	0.000	0.018	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1972)	0.195
PF14568	+	0.096	0.067	0.134	0.087	0.092	0.038	0.088	0.000	0.000	0.000	0.000	0.000	0.000	SMI1-KNR4 cell-wall	0.192
PF14031	+	0.000	0.000	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative serine dehydratase domain	0.180
PF13701	+	0.000	0.133	0.000	0.000	0.079	0.000	0.174	0.000	0.000	0.000	0.000	0.000	0.000	Transposase DDE domain group 1	0.170
PF08803	-	0.000	0.000	0.000	-0.373	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative mono-oxygenase ydhR	0.164
PF06152	+	0.000	0.036	0.000	0.000	0.000	0.139	0.295	0.000	0.000	0.000	0.000	0.000	0.000	Phage minor capsid protein 2	0.158
PF04466	+	0.000	0.003	0.000	0.102	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage terminase large subunit	0.151
PF07849	+	0.000	0.000	0.000	0.142	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1641)	0.141
PF10145	+	0.000	0.000	0.000	0.127	0.000	0.000	0.052	0.000	0.000	0.000	0.000	0.000	0.000	Phage-related minor tail protein	0.139
PF00891	+	0.000	0.026	0.000	0.000	0.000	0.055	0.055	0.000	0.000	0.000	0.000	0.000	0.000	O-methyltransferase	0.138
PF04606	-	0.000	0.000	0.000	-0.072	0.000	-0.028	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	Ogr/Delta-like zinc finger	0.136
PF01658	+	0.000	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Myo-inositol-1-phosphate synthase	0.124
