	class	0.7_0	1_0	0.5_0	0.01_0	0.1_0	0.2_0	0.05_0	0.02_0	0.07_0	0.007_0	0.001_0	0.002_0	0.005_0	Pfam_desc	cor
PF01232	+	0.481	0.493	0.470	0.301	0.563	0.496	0.627	0.623	0.590	0.103	0.000	0.000	0.000	Mannitol dehydrogenase Rossmann domain	0.711
PF13464	+	0.170	0.094	0.176	0.000	0.119	0.126	0.169	0.264	0.135	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4115)	0.568
PF04958	+	0.573	0.727	0.531	0.000	0.279	0.379	0.107	0.000	0.182	0.000	0.000	0.000	0.000	Arginine N-succinyltransferase beta subunit	0.563
PF04996	+	0.191	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Succinylarginine dihydrolase	0.530
PF03612	+	0.454	0.480	0.482	0.000	0.471	0.354	0.391	0.026	0.478	0.000	0.000	0.000	0.000	Sorbitol phosphotransferase enzyme II N-terminus	0.529
PF06923	+	0.000	0.000	0.023	0.000	0.093	0.173	0.000	0.000	0.035	0.000	0.000	0.000	0.000	Glucitol operon activator protein (GutM)	0.529
PF01904	+	0.084	0.082	0.083	0.000	0.000	0.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function DUF72	0.527
PF02610	+	0.120	0.181	0.076	0.000	0.000	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	L-arabinose isomerase	0.525
PF03170	+	0.290	0.293	0.292	0.000	0.057	0.155	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial cellulose synthase subunit	0.501
PF02056	+	0.144	0.000	0.136	0.000	0.070	0.106	0.011	0.000	0.049	0.000	0.000	0.000	0.000	Family 4 glycosyl hydrolase	0.493
PF11975	+	0.043	0.307	0.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Family 4 glycosyl hydrolase C-terminal domain	0.493
PF02694	+	0.000	0.000	0.000	0.000	0.055	0.000	0.018	0.000	0.042	0.000	0.000	0.000	0.000	Uncharacterised BCR, YnfA/UPF0060 family	0.489
PF00367	+	0.029	0.020	0.006	0.000	0.080	0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	phosphotransferase system, EIIB	0.486
PF06134	+	0.032	0.000	0.110	0.000	0.033	0.053	0.000	0.000	0.016	0.000	0.000	0.000	0.000	L-rhamnose isomerase (RhaA)	0.481
PF04347	+	0.173	0.091	0.086	0.000	0.064	0.088	0.042	0.000	0.044	0.000	0.000	0.000	0.000	Flagellar biosynthesis protein, FliO	0.473
PF13309	+	0.000	0.000	0.000	0.000	0.067	0.071	0.000	0.000	0.037	0.000	0.000	0.000	0.000	HTH domain	0.457
PF03711	+	0.015	0.000	0.000	0.000	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Orn/Lys/Arg decarboxylase, C-terminal domain	0.446
PF07005	+	0.000	0.027	0.015	0.000	0.104	0.000	0.158	0.000	0.142	0.000	0.000	0.000	0.000	Protein of unknown function, DUF1537	0.444
PF02733	+	0.130	0.063	0.142	0.000	0.089	0.178	0.026	0.000	0.053	0.000	0.000	0.000	0.000	Dak1 domain	0.439
PF02675	+	0.127	0.149	0.156	0.000	0.143	0.206	0.149	0.000	0.114	0.000	0.000	0.000	0.000	S-adenosylmethionine decarboxylase	0.423
PF02839	+	0.030	0.035	0.006	0.000	0.000	0.000	0.011	0.000	0.022	0.000	0.000	0.000	0.000	Carbohydrate binding domain	0.418
PF13807	+	0.000	0.000	0.000	0.000	0.029	0.030	0.002	0.000	0.024	0.000	0.000	0.000	0.000	G-rich domain on putative tyrosine kinase	0.412
PF07995	-	-0.148	-0.159	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glucose / Sorbosone dehydrogenase	0.403
PF08532	+	0.192	0.135	0.173	0.000	0.209	0.210	0.120	0.000	0.158	0.000	0.000	0.000	0.000	Beta-galactosidase trimerisation domain	0.401
PF02613	+	0.000	0.000	0.000	0.000	0.005	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Nitrate reductase delta subunit	0.388
PF11533	+	0.000	0.000	0.000	0.000	0.041	0.023	0.000	0.000	0.034	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3225)	0.385
PF09317	+	0.092	0.102	0.011	0.000	0.000	0.107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1974)	0.384
PF05656	-	-0.088	-0.115	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF805)	0.381
PF03702	+	0.306	0.270	0.237	0.000	0.131	0.187	0.033	0.000	0.119	0.000	0.000	0.000	0.000	Uncharacterised protein family (UPF0075)	0.370
PF00011	+	0.027	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Hsp20/alpha crystallin family	0.368
PF13425	+	0.294	0.341	0.300	0.000	0.020	0.177	0.000	0.000	0.000	0.000	0.000	0.000	0.000	O-antigen ligase like membrane protein	0.367
PF07655	+	0.255	0.237	0.211	0.000	0.149	0.215	0.000	0.000	0.029	0.000	0.000	0.000	0.000	Secretin N-terminal domain	0.354
PF02962	+	0.000	0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5-carboxymethyl-2-hydroxymuconate isomerase	0.349
PF03401	+	0.000	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tripartite tricarboxylate transporter family receptor	0.348
PF02311	-	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AraC-like ligand binding domain	0.346
PF11876	+	0.000	0.088	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3396)	0.338
PF02922	+	0.094	0.123	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)	0.337
PF04166	+	0.115	0.220	0.130	0.000	0.042	0.107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyridoxal phosphate biosynthetic protein PdxA	0.331
PF03441	-	-0.152	-0.197	-0.134	0.000	0.000	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FAD binding domain of DNA photolyase	0.330
PF02734	+	0.231	0.238	0.162	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DAK2 domain	0.330
PF02894	+	0.225	0.208	0.217	0.000	0.083	0.126	0.000	0.000	0.027	0.000	0.000	0.000	0.000	Oxidoreductase family, C-terminal alpha/beta domain	0.330
PF01293	+	0.065	0.087	0.045	0.000	0.000	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phosphoenolpyruvate carboxykinase	0.314
PF00724	-	-0.080	-0.108	-0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NADH:flavin oxidoreductase / NADH oxidase family	0.313
PF00245	+	0.012	0.033	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alkaline phosphatase	0.312
PF05401	-	-0.076	-0.063	-0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Nodulation protein S (NodS)	0.311
PF02604	+	0.244	0.240	0.176	0.000	0.070	0.086	0.000	0.000	0.050	0.000	0.000	0.000	0.000	Antitoxin Phd_YefM, type II toxin-antitoxin system	0.307
PF07166	+	0.522	0.558	0.540	0.000	0.096	0.385	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1398)	0.300
PF10052	+	0.000	0.220	0.233	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2288)	0.300
PF00251	+	0.025	0.021	0.000	0.000	0.003	0.000	0.044	0.000	0.062	0.000	0.000	0.000	0.000	Glycosyl hydrolases family 32 N-terminal domain	0.296
PF01527	+	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase	0.293
PF07905	+	0.272	0.245	0.263	0.000	0.189	0.233	0.184	0.000	0.197	0.000	0.000	0.000	0.000	Purine catabolism regulatory protein-like family	0.288
PF04963	+	0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sigma-54 factor, core binding domain	0.284
PF12639	+	0.000	0.000	0.131	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DNase/tRNase domain of colicin-like bacteriocin	0.281
PF07201	-	-0.065	-0.087	-0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HrpJ-like domain	0.277
PF01112	-	0.000	0.000	-0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Asparaginase	0.276
PF13276	+	0.085	0.075	0.074	0.000	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HTH-like domain	0.275
PF14697	-	0.000	-0.158	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4Fe-4S dicluster domain	0.274
PF08818	+	0.128	0.163	0.138	0.000	0.000	0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DU1801)	0.274
PF03230	-	-0.137	-0.163	-0.095	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Antirestriction protein	0.273
PF13636	+	0.087	0.046	0.070	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	pre-rRNA processing and ribosome biogenesis	0.269
PF05137	+	0.000	0.072	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fimbrial assembly protein (PilN)	0.268
PF11638	+	0.000	0.063	0.101	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DnaA N-terminal domain	0.266
PF13565	+	0.225	0.000	0.173	0.000	0.126	0.148	0.029	0.000	0.071	0.000	0.000	0.000	0.000	Homeodomain-like domain	0.266
PF02627	+	0.032	0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Carboxymuconolactone decarboxylase family	0.264
PF00343	+	0.027	0.000	0.000	0.000	0.021	0.057	0.000	0.000	0.025	0.000	0.000	0.000	0.000	Carbohydrate phosphorylase	0.252
PF13551	+	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Winged helix-turn helix	0.252
PF03561	+	0.269	0.141	0.234	0.000	0.000	0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Allantoicase repeat	0.247
PF01326	-	-0.138	-0.190	-0.126	0.000	0.000	-0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyruvate phosphate dikinase, PEP/pyruvate binding domain	0.247
PF13409	-	-0.014	0.000	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutathione S-transferase, N-terminal domain	0.244
PF04235	-	-0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF418)	0.244
PF01729	-	-0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Quinolinate phosphoribosyl transferase, C-terminal domain	0.240
PF13426	-	-0.129	-0.226	-0.197	0.000	-0.041	-0.148	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PAS domain	0.240
PF10442	+	0.000	0.000	0.000	0.000	0.045	0.000	0.000	0.000	0.066	0.000	0.000	0.000	0.000	FIST C domain	0.238
PF08495	+	0.225	0.222	0.286	0.000	0.088	0.180	0.000	0.000	0.002	0.000	0.000	0.000	0.000	FIST N domain	0.238
PF03845	+	0.000	0.042	0.000	0.000	0.000	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Spore germination protein	0.235
PF07969	-	-0.034	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Amidohydrolase family	0.235
PF01361	+	0.000	0.127	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tautomerase enzyme	0.230
PF13358	+	0.000	0.134	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DDE superfamily endonuclease	0.228
PF03572	+	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase family S41	0.228
PF13391	+	0.000	0.069	0.000	0.000	0.054	0.011	0.000	0.000	0.045	0.000	0.000	0.000	0.000	HNH endonuclease	0.222
PF03972	-	0.000	-0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MmgE/PrpD family	0.219
PF10145	-	-0.110	-0.066	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage-related minor tail protein	0.214
PF02698	-	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DUF218 domain	0.210
PF01427	+	0.000	0.000	0.000	0.000	0.047	0.027	0.000	0.000	0.020	0.000	0.000	0.000	0.000	D-ala-D-ala dipeptidase	0.200
PF10979	+	0.000	0.029	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2786)	0.200
PF07286	+	0.000	0.095	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1445)	0.200
PF03253	+	0.101	0.138	0.108	0.000	0.000	0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Urea transporter	0.200
PF05257	+	0.000	0.000	0.000	0.000	0.013	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.000	CHAP domain	0.200
PF06769	+	0.144	0.152	0.133	0.000	0.117	0.110	0.088	0.000	0.118	0.000	0.000	0.000	0.000	Plasmid encoded toxin Txe	0.194
PF00657	-	0.000	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GDSL-like Lipase/Acylhydrolase	0.192
PF13769	+	0.122	0.187	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Virulence factor	0.192
PF01676	-	0.000	-0.115	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Metalloenzyme superfamily	0.183
PF13632	-	-0.309	-0.309	-0.283	0.000	-0.049	-0.197	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl transferase family group 2	0.183
PF13744	-	0.000	-0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain	0.182
PF01051	-	-0.033	-0.060	-0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Initiator Replication protein	0.173
PF13246	-	0.000	0.000	0.000	0.000	-0.004	-0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative hydrolase of sodium-potassium ATPase alpha subunit	0.168
PF07768	+	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PVL ORF-50-like family	0.164
PF10656	+	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Hypothetical protein of unknown function (DUF2483)	0.164
PF13186	-	0.000	0.000	-0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Iron-sulfur cluster-binding domain	0.154
PF03599	+	0.194	0.318	0.120	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CO dehydrogenase/acetyl-CoA synthase delta subunit	0.151
PF03070	-	0.000	-0.023	-0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TENA/THI-4/PQQC family	0.149
PF13576	-	0.000	-0.050	-0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pentapeptide repeats (9 copies)	0.146
PF05163	-	0.000	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DinB family	0.146
PF01934	+	0.067	0.072	0.132	0.000	0.152	0.163	0.119	0.000	0.151	0.000	0.000	0.000	0.000	Protein of unknown function DUF86	0.145
PF02515	-	-0.087	-0.036	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CoA-transferase family III	0.143
PF07511	+	0.139	0.000	0.171	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1525)	0.142
PF06439	+	0.157	0.199	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of Unknown Function (DUF1080)	0.141
PF00394	-	-0.176	-0.089	-0.080	0.000	0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Multicopper oxidase	0.138
PF09860	+	0.163	0.104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria (DUF2087)	0.122
PF12840	-	0.000	0.000	-0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain	0.117
PF03747	-	-0.077	-0.018	-0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ADP-ribosylglycohydrolase	0.116
PF11072	+	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2859)	0.115
PF03442	+	0.076	0.185	0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Carbohydrate binding domain X2	0.114
PF12307	+	1.043	0.990	0.982	0.000	0.382	0.745	0.000	0.000	0.038	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3631)	0.107
PF08401	-	-0.112	-0.087	-0.088	0.000	0.000	-0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1738)	0.105
PF05015	-	-0.003	-0.036	-0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Plasmid maintenance system killer protein	0.097
PF07885	-	-0.250	-0.282	-0.296	0.000	-0.135	-0.264	0.000	0.000	-0.036	0.000	0.000	0.000	0.000	Ion channel	0.091
PF04432	+	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C terminus	0.090
PF13114	+	0.120	0.122	0.095	0.000	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RecO N terminal	0.088
PF07739	+	0.014	0.000	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TipAS antibiotic-recognition domain	0.085
PF06605	+	0.000	0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prophage endopeptidase tail	0.085
PF12647	+	0.070	0.137	0.186	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RNHCP domain	0.084
PF06941	+	0.084	0.000	0.069	0.000	0.139	0.106	0.025	0.000	0.104	0.000	0.000	0.000	0.000	5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C)	0.083
PF00037	-	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4Fe-4S binding domain	0.079
PF04221	+	0.000	0.000	0.060	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RelB antitoxin	0.077
PF00925	-	-0.044	-0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GTP cyclohydrolase II	0.077
PF03714	+	0.000	0.000	0.000	0.000	0.030	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial pullanase-associated domain	0.073
PF06030	+	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial protein of unknown function (DUF916)	0.071
PF11797	+	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function C-terminal (DUF3324)	0.071
PF10096	+	0.157	0.151	0.000	0.000	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria (DUF2334)	0.071
PF03352	-	-0.063	0.000	-0.053	0.000	-0.100	-0.085	0.000	0.000	-0.052	0.000	0.000	0.000	0.000	Methyladenine glycosylase	0.066
PF05709	+	0.123	0.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage tail protein	0.065
PF13345	-	-0.159	-0.151	-0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4098)	0.060
PF04531	+	0.136	0.000	0.000	0.000	0.000	0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacteriophage holin	0.058
PF00899	-	-0.091	-0.013	-0.082	0.000	0.000	-0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ThiF family	0.056
PF01432	-	-0.343	-0.400	-0.322	0.000	-0.189	-0.257	0.000	0.000	-0.130	0.000	0.000	0.000	0.000	Peptidase family M3	0.054
PF04140	+	0.000	0.000	0.011	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Isoprenylcysteine carboxyl methyltransferase (ICMT) family	0.052
PF06874	+	0.252	0.306	0.250	0.000	0.060	0.141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Firmicute fructose-1,6-bisphosphatase	0.049
PF09369	+	0.033	0.000	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1998)	0.042
PF05048	-	-0.010	-0.072	-0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Periplasmic copper-binding protein (NosD)	0.040
PF13424	+	0.098	0.120	0.131	0.000	0.000	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tetratricopeptide repeat	0.034
PF00565	-	0.000	0.000	-0.152	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Staphylococcal nuclease homologue	0.022
PF12822	-	0.000	-0.164	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3816)	0.014
PF04260	+	0.016	0.040	0.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF436)	0.008
PF03729	-	-0.057	-0.064	-0.099	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Short repeat of unknown function (DUF308)	0.006
PF12687	+	0.000	0.114	0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3801)	0.006
PF01244	-	-0.291	-0.337	-0.324	0.000	-0.134	-0.260	0.000	0.000	-0.021	0.000	0.000	0.000	0.000	Membrane dipeptidase (Peptidase family M19)	0.002
PF13088	-	-0.018	-0.059	-0.028	0.000	0.000	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	BNR repeat-like domain	-0.006
PF09992	-	-0.077	-0.059	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Predicted periplasmic protein (DUF2233)	-0.009
PF02667	-	0.000	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Short chain fatty acid transporter	-0.009
PF13574	-	-0.083	0.000	-0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Metallo-peptidase family M12B Reprolysin-like	-0.011
PF11804	+	0.206	0.148	0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF3325)	-0.020
PF05198	-	-0.102	-0.014	-0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Translation initiation factor IF-3, N-terminal domain	-0.024
PF09142	+	0.231	0.180	0.182	0.000	0.000	0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	tRNA Pseudouridine synthase II, C terminal	-0.044
PF12229	+	0.183	0.157	0.143	0.000	0.077	0.188	0.000	0.000	0.011	0.000	0.000	0.000	0.000	Putative peptidoglycan binding domain	-0.049
PF03703	-	-0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial PH domain	-0.063
PF08439	-	-0.051	-0.025	-0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Oligopeptidase F	-0.076
PF04914	-	-0.094	-0.017	-0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	DltD C-terminal region	-0.087
PF13588	-	-0.208	-0.165	-0.185	0.000	-0.011	-0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type I restriction enzyme R protein N terminus (HSDR_N)	-0.089
PF01174	+	0.000	0.080	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SNO glutamine amidotransferase family	-0.098
PF01710	-	-0.203	-0.150	-0.152	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase	-0.115
PF08903	-	-0.136	-0.272	-0.157	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1846)	-0.182
PF14253	-	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacteriophage abortive infection AbiH	-0.195
PF01921	-	-0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	tRNA synthetases class I (K)	-0.201
